filepath,split,label,duration,samplerate,channels
data\for-2seconds\training\fake\file8178.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\testing\real\file1735.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,testing,real,2.0,16000,1
data\for-2seconds\training\real\file24281.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\real\file6185.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\testing\fake\file1001.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,testing,fake,2.0,16000,1
data\for-2seconds\testing\real\file278.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,testing,real,2.0,16000,1
data\for-2seconds\validation\real\file20744.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,validation,real,2.0,16000,1
data\for-2seconds\training\fake\file18448.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\validation\real\file28476.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,validation,real,2.0,16000,1
data\for-2seconds\training\real\file15661.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\testing\fake\file1294.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,testing,fake,2.0,16000,1
data\for-2seconds\validation\fake\file31857.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,validation,fake,2.0,16000,1
data\for-2seconds\training\fake\file12461.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\validation\fake\file11659.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,validation,fake,2.0,16000,1
data\for-2seconds\testing\fake\file127.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,testing,fake,2.0,16000,1
data\for-2seconds\training\real\file18118.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\testing\real\file31.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,testing,real,2.0,16000,1
data\for-2seconds\training\real\file27445.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\fake\file10863.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\fake\file12590.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\testing\fake\file995.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,testing,fake,2.0,16000,1
data\for-2seconds\training\fake\file16491.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\fake\file10468.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\testing\fake\file2043.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,testing,fake,2.0,16000,1
data\for-2seconds\training\fake\file26369.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\fake\file1084.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\real\file19228.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\real\file18746.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\real\file10998.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\testing\fake\file1782.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,testing,fake,2.0,16000,1
data\for-2seconds\training\real\file24296.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\fake\file1890.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\real\file5487.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\real\file15789.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\fake\file22903.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\validation\fake\file33246.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,validation,fake,2.0,16000,1
data\for-2seconds\training\fake\file8518.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\real\file28627.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\fake\file27336.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\real\file30440.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\real\file24304.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\real\file13909.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\real\file20364.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\testing\fake\file1331.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,testing,fake,2.0,16000,1
data\for-2seconds\validation\fake\file6827.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,validation,fake,2.0,16000,1
data\for-2seconds\testing\real\file1994.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,testing,real,2.0,16000,1
data\for-2seconds\training\fake\file13182.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\fake\file18154.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\fake\file8900.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\testing\fake\file79.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,testing,fake,2.0,16000,1
data\for-2seconds\testing\fake\file730.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,testing,fake,2.0,16000,1
data\for-2seconds\training\real\file12558.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\validation\fake\file24180.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,validation,fake,2.0,16000,1
data\for-2seconds\training\fake\file8647.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\real\file19523.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\real\file16988.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\fake\file31904.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\testing\real\file359.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,testing,real,2.0,16000,1
data\for-2seconds\validation\fake\file11382.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,validation,fake,2.0,16000,1
data\for-2seconds\training\fake\file14811.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\validation\real\file24756.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,validation,real,2.0,16000,1
data\for-2seconds\training\fake\file24849.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\fake\file12453.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\real\file31261.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\testing\fake\file633.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,testing,fake,2.0,16000,1
data\for-2seconds\training\real\file6575.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\fake\file23655.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\real\file15465.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\real\file27719.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\validation\real\file14501.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,validation,real,2.0,16000,1
data\for-2seconds\training\real\file24979.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\validation\fake\file17600.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,validation,fake,2.0,16000,1
data\for-2seconds\training\fake\file10796.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\validation\fake\file8762.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,validation,fake,2.0,16000,1
data\for-2seconds\training\real\file7182.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\real\file8266.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\real\file6997.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\validation\fake\file563.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,validation,fake,2.0,16000,1
data\for-2seconds\training\fake\file19276.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\fake\file11895.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\real\file20945.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\testing\fake\file1104.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,testing,fake,2.0,16000,1
data\for-2seconds\testing\fake\file2242.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,testing,fake,2.0,16000,1
data\for-2seconds\validation\fake\file12187.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,validation,fake,2.0,16000,1
data\for-2seconds\training\fake\file14611.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\fake\file8795.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\fake\file22741.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\fake\file4364.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\testing\fake\file184.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,testing,fake,2.0,16000,1
data\for-2seconds\training\fake\file22554.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\real\file3002.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\real\file21373.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\fake\file26961.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\fake\file18149.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\fake\file13311.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\fake\file8180.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\validation\fake\file4057.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,validation,fake,2.0,16000,1
data\for-2seconds\testing\fake\file2217.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,testing,fake,2.0,16000,1
data\for-2seconds\training\fake\file11130.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\fake\file16096.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\testing\fake\file88.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,testing,fake,2.0,16000,1
data\for-2seconds\training\fake\file18707.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\fake\file3410.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\fake\file25314.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\fake\file12127.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\validation\fake\file11420.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,validation,fake,2.0,16000,1
data\for-2seconds\training\fake\file3072.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\fake\file26862.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\real\file1425.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\fake\file5340.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\validation\fake\file3702.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,validation,fake,2.0,16000,1
data\for-2seconds\training\real\file34597.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\real\file32705.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\real\file3120.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\fake\file27222.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\validation\real\file3739.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,validation,real,2.0,16000,1
data\for-2seconds\validation\fake\file5652.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,validation,fake,2.0,16000,1
data\for-2seconds\training\fake\file27364.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\fake\file13068.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\fake\file17511.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\validation\fake\file21373.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,validation,fake,2.0,16000,1
data\for-2seconds\training\real\file29516.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\validation\fake\file14048.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,validation,fake,2.0,16000,1
data\for-2seconds\training\fake\file8265.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\validation\fake\file15488.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,validation,fake,2.0,16000,1
data\for-2seconds\validation\real\file34119.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,validation,real,2.0,16000,1
data\for-2seconds\training\real\file23468.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\fake\file2655.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\validation\fake\file21321.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,validation,fake,2.0,16000,1
data\for-2seconds\training\fake\file32052.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\testing\real\file2110.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,testing,real,2.0,16000,1
data\for-2seconds\training\fake\file30530.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\fake\file17529.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\fake\file14397.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\real\file7755.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\real\file27698.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\fake\file31061.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\fake\file9468.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\fake\file11787.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\testing\fake\file938.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,testing,fake,2.0,16000,1
data\for-2seconds\training\real\file27282.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\testing\fake\file803.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,testing,fake,2.0,16000,1
data\for-2seconds\training\real\file26495.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\real\file31107.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\testing\real\file724.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,testing,real,2.0,16000,1
data\for-2seconds\training\real\file25357.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\real\file16949.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\real\file17790.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\fake\file23360.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\fake\file32668.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\fake\file5245.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\real\file34601.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\fake\file28938.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\fake\file22104.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\real\file32778.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\fake\file3320.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\real\file8826.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\real\file21796.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\validation\fake\file3082.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,validation,fake,2.0,16000,1
data\for-2seconds\training\real\file31338.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\fake\file9244.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\testing\real\file1288.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,testing,real,2.0,16000,1
data\for-2seconds\training\real\file18477.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\validation\fake\file26520.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,validation,fake,2.0,16000,1
data\for-2seconds\training\real\file18447.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\real\file8897.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\real\file852.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\validation\fake\file33326.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,validation,fake,2.0,16000,1
data\for-2seconds\training\fake\file22595.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\real\file14941.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\testing\fake\file1018.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,testing,fake,2.0,16000,1
data\for-2seconds\testing\real\file127.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,testing,real,2.0,16000,1
data\for-2seconds\training\real\file1200.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\real\file1710.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\validation\fake\file32575.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,validation,fake,2.0,16000,1
data\for-2seconds\training\real\file27713.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\real\file4431.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\testing\fake\file340.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,testing,fake,2.0,16000,1
data\for-2seconds\training\fake\file27688.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\real\file10356.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\testing\fake\file384.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,testing,fake,2.0,16000,1
data\for-2seconds\validation\fake\file18769.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,validation,fake,2.0,16000,1
data\for-2seconds\training\real\file17817.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\real\file956.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\validation\real\file12414.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,validation,real,2.0,16000,1
data\for-2seconds\training\real\file1301.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\fake\file26567.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\real\file2743.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\fake\file21732.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\fake\file28733.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\validation\fake\file20513.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,validation,fake,2.0,16000,1
data\for-2seconds\testing\fake\file356.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,testing,fake,2.0,16000,1
data\for-2seconds\training\real\file11124.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\fake\file8244.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\fake\file7124.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\fake\file11017.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\validation\real\file23787.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,validation,real,2.0,16000,1
data\for-2seconds\validation\real\file32114.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,validation,real,2.0,16000,1
data\for-2seconds\testing\fake\file1425.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,testing,fake,2.0,16000,1
data\for-2seconds\training\fake\file26096.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\real\file34038.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\training\fake\file1778.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\training\fake\file7747.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,fake,2.0,16000,1
data\for-2seconds\testing\fake\file1277.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,testing,fake,2.0,16000,1
data\for-2seconds\validation\fake\file15615.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,validation,fake,2.0,16000,1
data\for-2seconds\training\real\file25875.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,real,2.0,16000,1
data\for-2seconds\testing\real\file1221.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,testing,real,2.0,16000,1
